payer_id;recency;frequency;monetary;R_Score;F_Score;M_Score;RFM_segment;Segment_Name
PID_0436d9b3555b;69;3;783.0;1;2;2;122;Потерянные VIP
PID_04375e3776cc;6;16;1600.0;3;3;2;332;Лояльное ядро
PID_0438ac316b35;53;1;1000.0;1;1;2;112;Ушедшие новички
PID_0443074c6723;73;1;100.0;1;1;1;111;Ушедшие новички
PID_04476222dae8;2;4;400.0;3;2;1;321;Потенциальное ядро
PID_044af88bbbd2;52;4;400.0;1;2;1;121;Ушедшие экономные
PID_044b6ff67a93;40;4;800.0;2;2;2;222;Требуют внимания
PID_04520e1ec15c;46;6;3000.0;2;2;3;223;Требуют внимания
PID_0454b7a542fc;52;14;1400.0;1;3;2;132;Потерянные VIP
PID_0460883d35d3;39;1;200.0;2;1;1;211;Остывающие новички
PID_0465175bfec3;38;1;200.0;2;1;1;211;Остывающие новички
PID_0468272204c5;57;4;400.0;1;2;1;121;Ушедшие экономные
PID_046c3786bfd3;42;19;3800.0;2;3;3;233;Засыпающие VIP
PID_046fcb7f31e2;50;2;400.0;2;1;1;211;Остывающие новички
PID_0475a193ae9c;1;42;21000.0;3;3;3;333;VIP / Супер-ядро
PID_047cb4235e75;52;14;1400.0;1;3;2;132;Потерянные VIP
PID_047eb43c3c4f;18;48;4800.0;2;3;3;233;Засыпающие VIP
PID_048105f0ef3a;62;6;450.0;1;2;1;121;Ушедшие экономные
PID_04855372201c;51;2;2000.0;2;1;2;212;Остывающие новички
PID_048e51f3987a;79;2;400.0;1;1;1;111;Ушедшие новички
PID_0493e3c84712;28;43;4300.0;2;3;3;233;Засыпающие VIP
PID_049a2f203936;1;6;1200.0;3;2;2;322;Потенциальное ядро
PID_049b49b2c621;41;2;2000.0;2;1;2;212;Остывающие новички
PID_049e4c358514;67;1;200.0;1;1;1;111;Ушедшие новички
PID_04a190f75320;1;88;8800.0;3;3;3;333;VIP / Супер-ядро
PID_04a26584719a;55;1;100.0;1;1;1;111;Ушедшие новички
PID_04ab306b5aae;52;3;500.0;1;2;1;121;Ушедшие экономные
PID_04ab8c318943;34;3;300.0;2;2;1;221;Требуют внимания
PID_04ade06e793e;18;1;100.0;2;1;1;211;Остывающие новички
PID_04af47c551b0;30;1;500.0;2;1;1;211;Остывающие новички
PID_04b48137042d;34;10;5000.0;2;3;3;233;Засыпающие VIP
PID_04b5761698a4;23;5;1000.0;2;2;2;222;Требуют внимания
PID_04bf38827dfc;9;22;4400.0;3;3;3;333;VIP / Супер-ядро
PID_04c37181579a;17;1;200.0;3;1;1;311;Новые доноры (Малый чек)
PID_04c41f31ca5d;29;41;4100.0;2;3;3;233;Засыпающие VIP
PID_04c5b90379e5;0;25;12500.0;3;3;3;333;VIP / Супер-ядро
PID_04c6c03a9eb9;15;4;800.0;3;2;2;322;Потенциальное ядро
PID_04c90354dd27;46;1;100.0;2;1;1;211;Остывающие новички
PID_04c9fd4c83ee;57;11;2200.0;1;3;3;133;Потерянные VIP
PID_04cea7ef0306;57;2;1000.0;1;1;2;112;Ушедшие новички
PID_04cf3d3316f7;54;1;200.0;1;1;1;111;Ушедшие новички
PID_04d7e66d9175;11;11;1100.0;3;3;2;332;Лояльное ядро
PID_04db5ce0bee2;57;1;500.0;1;1;1;111;Ушедшие новички
PID_04ddcdfa343f;61;4;400.0;1;2;1;121;Ушедшие экономные
PID_04df6b662953;40;2;200.0;2;1;1;211;Остывающие новички
PID_04e3ac9d2c53;51;4;80.0;2;2;1;221;Требуют внимания
PID_04e4799601ad;20;1;200.0;2;1;1;211;Остывающие новички
PID_04e838084668;0;9;900.0;3;2;2;322;Потенциальное ядро
PID_04ebd9325914;6;9;9000.0;3;2;3;323;Потенциальное ядро
PID_04ebe3ae0f41;54;1;200.0;1;1;1;111;Ушедшие новички
PID_04edbc32ab4f;3;3;1500.0;3;2;2;322;Потенциальное ядро
PID_04f18df7e241;34;13;2600.0;2;3;3;233;Засыпающие VIP
PID_04f8fa0b506c;16;8;2400.0;3;2;3;323;Потенциальное ядро
PID_04f9708d9894;50;2;400.0;2;1;1;211;Остывающие новички
PID_04fd0a2476f2;38;1;100.0;2;1;1;211;Остывающие новички
PID_05005b99d09c;59;3;300.0;1;2;1;121;Ушедшие экономные
PID_05052cf66b87;0;36;3600.0;3;3;3;333;VIP / Супер-ядро
PID_050960074366;22;5;5000.0;2;2;3;223;Требуют внимания
PID_0509a8bd4f8d;33;1;500.0;2;1;1;211;Остывающие новички
PID_050a60ab18c4;0;6;6000.0;3;2;3;323;Потенциальное ядро
PID_050aa704142b;15;5;2500.0;3;2;3;323;Потенциальное ядро
PID_050b0b1b36c4;17;4;400.0;3;2;1;321;Потенциальное ядро
PID_050baa3e6a58;47;10;1000.0;2;3;2;232;Засыпающее ядро
PID_050bb72640fa;12;14;4200.0;3;3;3;333;VIP / Супер-ядро
PID_050d1c84715f;39;1;200.0;2;1;1;211;Остывающие новички
PID_050ed599e030;9;6;6000.0;3;2;3;323;Потенциальное ядро
PID_05120366e2d8;5;17;17000.0;3;3;3;333;VIP / Супер-ядро
PID_05132f353bbd;56;6;3000.0;1;2;3;123;Потерянные VIP
PID_051567318953;22;38;4600.0;2;3;3;233;Засыпающие VIP
PID_0517e7f2df1c;18;11;5500.0;2;3;3;233;Засыпающие VIP
PID_05199b440731;14;3;45.0;3;2;1;321;Потенциальное ядро
PID_0519f18acd75;24;12;6000.0;2;3;3;233;Засыпающие VIP
PID_051aab5435f8;16;9;9000.0;3;2;3;323;Потенциальное ядро
PID_05200e0bb0d8;0;48;4800.0;3;3;3;333;VIP / Супер-ядро
PID_0523463c765d;78;7;700.0;1;2;2;122;Потерянные VIP
PID_05270b1d28e4;57;3;300.0;1;2;1;121;Ушедшие экономные
PID_0528fa3348f0;0;25;2500.0;3;3;3;333;VIP / Супер-ядро
PID_0529983dbf5b;21;2;1000.0;2;1;2;212;Остывающие новички
PID_052dd1b98de3;47;5;500.0;2;2;1;221;Требуют внимания
PID_05333f853735;0;6;3000.0;3;2;3;323;Потенциальное ядро
PID_05351c1c63cc;21;2;1000.0;2;1;2;212;Остывающие новички
PID_05359b7453b7;7;22;7400.0;3;3;3;333;VIP / Супер-ядро
PID_05359e0f4d51;29;56;5600.0;2;3;3;233;Засыпающие VIP
PID_0537e5d65b31;23;5;1500.0;2;2;2;222;Требуют внимания
PID_05384a54a503;55;1;200.0;1;1;1;111;Ушедшие новички
PID_053860f00527;5;1;100.0;3;1;1;311;Новые доноры (Малый чек)
PID_0538fc3b067b;55;1;300.0;1;1;1;111;Ушедшие новички
PID_053f7fc7bd33;28;2;2000.0;2;1;2;212;Остывающие новички
PID_054322b45a5b;61;1;150.0;1;1;1;111;Ушедшие новички
PID_054349fcc4f9;67;2;500.0;1;1;1;111;Ушедшие новички
PID_054c1f2a962e;18;3;2500.0;2;2;3;223;Требуют внимания
PID_054c7a5a611a;7;4;2000.0;3;2;2;322;Потенциальное ядро
PID_054eb5907278;3;36;36000.0;3;3;3;333;VIP / Супер-ядро
PID_0550a3452524;1;19;5700.0;3;3;3;333;VIP / Супер-ядро
PID_0551d46ca45c;25;1;200.0;2;1;1;211;Остывающие новички
PID_0553de2eca85;49;4;400.0;2;2;1;221;Требуют внимания
PID_055b96b726c0;56;1;1000.0;1;1;2;112;Ушедшие новички
PID_055ba1098fd5;37;43;4300.0;2;3;3;233;Засыпающие VIP
PID_055dfe84c902;54;1;200.0;1;1;1;111;Ушедшие новички
PID_055e46024a09;3;22;11000.0;3;3;3;333;VIP / Супер-ядро
PID_0563193340be;0;28;8400.0;3;3;3;333;VIP / Супер-ядро
PID_0564d576c745;62;2;200.0;1;1;1;111;Ушедшие новички
PID_0567e8f361c1;0;5;2500.0;3;2;3;323;Потенциальное ядро
PID_056a536205e0;61;4;2000.0;1;2;2;122;Потерянные VIP
PID_056dd708d1b5;1;4;4000.0;3;2;3;323;Потенциальное ядро
PID_056ea1a87e59;0;34;3050.0;3;3;3;333;VIP / Супер-ядро
PID_05713a26c789;15;3;300.0;3;2;1;321;Потенциальное ядро
PID_0573370feea7;54;9;4500.0;1;2;3;123;Потерянные VIP
PID_057354313851;30;2;400.0;2;1;1;211;Остывающие новички
PID_057596c58c8e;4;26;5200.0;3;3;3;333;VIP / Супер-ядро
PID_057a99a22b5f;51;32;3200.0;2;3;3;233;Засыпающие VIP
PID_057ead6b8c41;1;19;9500.0;3;3;3;333;VIP / Супер-ядро
PID_057fb690864d;59;1;100.0;1;1;1;111;Ушедшие новички
PID_0581ec565901;70;3;600.0;1;2;2;122;Потерянные VIP
PID_05825da606fa;55;1;200.0;1;1;1;111;Ушедшие новички
PID_0591bdf6ab6b;60;2;400.0;1;1;1;111;Ушедшие новички
PID_05969a86c8ce;39;2;1000.0;2;1;2;212;Остывающие новички
PID_059876b8243a;57;9;900.0;1;2;2;122;Потерянные VIP
PID_059b0710a03a;47;5;500.0;2;2;1;221;Требуют внимания
PID_059bd52c5436;75;6;600.0;1;2;2;122;Потерянные VIP
PID_059e54db93aa;47;2;400.0;2;1;1;211;Остывающие новички
PID_05a1612a1b0f;5;11;1100.0;3;3;2;332;Лояльное ядро
PID_05a72aa202b7;17;13;1300.0;3;3;2;332;Лояльное ядро
PID_05ae2192adf7;31;2;200.0;2;1;1;211;Остывающие новички
PID_05b2679411d1;29;1;500.0;2;1;1;211;Остывающие новички
PID_05b66b05dc2d;46;21;2100.0;2;3;3;233;Засыпающие VIP
PID_05b6c2677f75;55;2;400.0;1;1;1;111;Ушедшие новички
PID_05ba78cdde48;62;6;600.0;1;2;2;122;Потерянные VIP
PID_05bb078daed6;59;4;800.0;1;2;2;122;Потерянные VIP
PID_05c00994ab58;18;4;800.0;2;2;2;222;Требуют внимания
PID_05c1a066a9b0;38;3;700.0;2;2;2;222;Требуют внимания
PID_05c4512e8fc2;76;5;1000.0;1;2;2;122;Потерянные VIP
PID_05d1c67c929c;21;5;2500.0;2;2;3;223;Требуют внимания
PID_05d5f3adc130;11;1;200.0;3;1;1;311;Новые доноры (Малый чек)
PID_05db4cfb0593;20;12;2400.0;2;3;3;233;Засыпающие VIP
PID_05dd4a486408;33;7;1400.0;2;2;2;222;Требуют внимания
PID_05e085bd6d0e;0;1;500.0;3;1;1;311;Новые доноры (Малый чек)
PID_05e560dfe4b5;53;3;1500.0;1;2;2;122;Потерянные VIP
PID_05e75f41fd20;71;10;2000.0;1;3;2;132;Потерянные VIP
PID_05e87cd836e4;8;10;10000.0;3;3;3;333;VIP / Супер-ядро
PID_05e974233e42;16;12;2400.0;3;3;3;333;VIP / Супер-ядро
PID_05eac3e89507;51;2;200.0;2;1;1;211;Остывающие новички
PID_05eaec52f07e;76;1;200.0;1;1;1;111;Ушедшие новички
PID_05ed92bc392e;60;2;200.0;1;1;1;111;Ушедшие новички
PID_05ee2897d68d;21;8;1200.0;2;2;2;222;Требуют внимания
PID_05ee379dd780;15;5;1000.0;3;2;2;322;Потенциальное ядро
PID_05f1b7d7657e;53;5;500.0;1;2;1;121;Ушедшие экономные
PID_05f30110cf9b;37;2;200.0;2;1;1;211;Остывающие новички
PID_05f4ef92241e;17;1;1000.0;3;1;2;312;Перспективные новички
PID_05f5ca99e2fa;52;18;7600.0;1;3;3;133;Потерянные VIP
PID_05f5f6bfe734;67;8;800.0;1;2;2;122;Потерянные VIP
PID_05fd42c3c503;67;3;300.0;1;2;1;121;Ушедшие экономные
PID_060a17463d77;58;1;200.0;1;1;1;111;Ушедшие новички
PID_060c18be933b;53;7;3500.0;1;2;3;123;Потерянные VIP
PID_060e7a50ac31;52;1;200.0;1;1;1;111;Ушедшие новички
PID_061325d36026;52;3;300.0;1;2;1;121;Ушедшие экономные
PID_061e847d60ea;17;1;100.0;3;1;1;311;Новые доноры (Малый чек)
PID_061fcb5f9af0;32;2;100.0;2;1;1;211;Остывающие новички
PID_0622063a0585;35;4;400.0;2;2;1;221;Требуют внимания
PID_06222d78f7aa;0;39;3900.0;3;3;3;333;VIP / Супер-ядро
PID_062a2934395b;6;5;1000.0;3;2;2;322;Потенциальное ядро
PID_062f3542c705;28;34;17000.0;2;3;3;233;Засыпающие VIP
PID_0632222ce024;75;1;100.0;1;1;1;111;Ушедшие новички
PID_06361dfb1d1f;16;5;1000.0;3;2;2;322;Потенциальное ядро
PID_06366da3495b;2;12;1200.0;3;3;2;332;Лояльное ядро
PID_0639bbee30d1;30;1;200.0;2;1;1;211;Остывающие новички
PID_063a1f7f4607;0;16;8000.0;3;3;3;333;VIP / Супер-ядро
PID_063baccc7ebc;55;1;200.0;1;1;1;111;Ушедшие новички
PID_063deb2eed2a;56;2;600.0;1;1;2;112;Ушедшие новички
PID_063fbc02e964;7;4;1200.0;3;2;2;322;Потенциальное ядро
PID_06402070f27f;41;1;200.0;2;1;1;211;Остывающие новички
PID_06445876245a;14;4;2000.0;3;2;2;322;Потенциальное ядро
PID_0651c0ae1fe6;65;1;200.0;1;1;1;111;Ушедшие новички
PID_0654850cc4dd;31;2;600.0;2;1;2;212;Остывающие новички
PID_065527c8f0b7;41;8;1500.0;2;2;2;222;Требуют внимания
PID_06559daa5d35;50;64;5700.0;2;3;3;233;Засыпающие VIP
PID_0657d4210e90;60;2;200.0;1;1;1;111;Ушедшие новички
PID_065921c4f3e3;0;22;11000.0;3;3;3;333;VIP / Супер-ядро
PID_065c1635b288;54;1;100.0;1;1;1;111;Ушедшие новички
PID_065d034b4bbe;34;28;2800.0;2;3;3;233;Засыпающие VIP
PID_06620a03351e;54;3;600.0;1;2;2;122;Потерянные VIP
PID_066411e7a724;41;1;100.0;2;1;1;211;Остывающие новички
PID_066698f922ad;16;2;1000.0;3;1;2;312;Перспективные новички
PID_0668d0563114;23;2;1000.0;2;1;2;212;Остывающие новички
PID_066a01abf794;37;2;1000.0;2;1;2;212;Остывающие новички
PID_0678975a82bc;32;12;2400.0;2;3;3;233;Засыпающие VIP
PID_0678ed47b26f;1;16;1340.0;3;3;2;332;Лояльное ядро
PID_068487c7b634;57;1;100.0;1;1;1;111;Ушедшие новички
PID_068823481c3b;53;19;3800.0;1;3;3;133;Потерянные VIP
PID_068decfe49ab;2;28;28000.0;3;3;3;333;VIP / Супер-ядро
PID_068ef395c342;57;2;700.0;1;1;2;112;Ушедшие новички
PID_069693343252;76;2;200.0;1;1;1;111;Ушедшие новички
PID_06981f209c6e;23;1;100.0;2;1;1;211;Остывающие новички
PID_069fc4110fbb;59;1;100.0;1;1;1;111;Ушедшие новички
PID_06a000617317;2;37;3700.0;3;3;3;333;VIP / Супер-ядро
PID_06a03a599b0a;49;2;1000.0;2;1;2;212;Остывающие новички
PID_06a30492598e;0;4;4000.0;3;2;3;323;Потенциальное ядро
PID_06a62fbfe3c2;59;1;200.0;1;1;1;111;Ушедшие новички
PID_06a80394e1ec;54;7;700.0;1;2;2;122;Потерянные VIP
PID_06aa79e50cf8;23;7;1400.0;2;2;2;222;Требуют внимания
PID_06aad7755e7f;31;1;100.0;2;1;1;211;Остывающие новички
PID_06abbe2bf4d6;10;17;17000.0;3;3;3;333;VIP / Супер-ядро
PID_06ad1ef09358;0;4;800.0;3;2;2;322;Потенциальное ядро
PID_06ba14859cbf;40;1;100.0;2;1;1;211;Остывающие новички
PID_06bbfcd65fd3;50;2;200.0;2;1;1;211;Остывающие новички
PID_06bcb3baa05e;61;1;200.0;1;1;1;111;Ушедшие новички
PID_06c028cf596b;1;54;10800.0;3;3;3;333;VIP / Супер-ядро
PID_06c1afb3c0cf;5;5;2000.0;3;2;2;322;Потенциальное ядро
PID_06c1fa926d39;1;15;7500.0;3;3;3;333;VIP / Супер-ядро
PID_06c5a988c2fc;39;2;400.0;2;1;1;211;Остывающие новички
PID_06c714edea3a;17;6;1200.0;3;2;2;322;Потенциальное ядро
PID_06c7c70ade77;49;6;1800.0;2;2;2;222;Требуют внимания
PID_06ce934d84ab;45;11;1100.0;2;3;2;232;Засыпающее ядро
PID_06d216e6bbb6;43;13;2600.0;2;3;3;233;Засыпающие VIP
PID_06dae9c4b414;60;3;800.0;1;2;2;122;Потерянные VIP
PID_06dd218bc1b3;15;10;1000.0;3;3;2;332;Лояльное ядро
PID_06e2255cf933;19;5;5000.0;2;2;3;223;Требуют внимания
PID_06e3617b9d44;2;34;6800.0;3;3;3;333;VIP / Супер-ядро
PID_06e426c637b3;55;4;400.0;1;2;1;121;Ушедшие экономные
PID_06e4edee0f4e;50;5;1000.0;2;2;2;222;Требуют внимания
PID_06f4856d269c;1;14;7000.0;3;3;3;333;VIP / Супер-ядро
PID_06fa1927f9bf;65;17;17000.0;1;3;3;133;Потерянные VIP
PID_06fbcd27b399;0;15;4500.0;3;3;3;333;VIP / Супер-ядро
PID_06fcea43d184;63;5;1000.0;1;2;2;122;Потерянные VIP
PID_06fd44b40983;56;6;2100.0;1;2;3;123;Потерянные VIP
PID_06ffbf314f0e;20;22;6600.0;2;3;3;233;Засыпающие VIP
PID_070105ee45ec;39;3;300.0;2;2;1;221;Требуют внимания
PID_0704c7337099;76;1;200.0;1;1;1;111;Ушедшие новички
PID_0708c506afd5;60;2;400.0;1;1;1;111;Ушедшие новички
PID_0708d56357dd;15;62;11300.0;3;3;3;333;VIP / Супер-ядро
PID_0709a515ce2c;32;3;300.0;2;2;1;221;Требуют внимания
PID_070bcf64497e;58;1;100.0;1;1;1;111;Ушедшие новички
PID_070bd196b907;1;25;5000.0;3;3;3;333;VIP / Супер-ядро
PID_070e02a11773;23;56;16800.0;2;3;3;233;Засыпающие VIP
PID_070fbf0609ea;37;14;2800.0;2;3;3;233;Засыпающие VIP
PID_0713bddb1ae3;65;1;500.0;1;1;1;111;Ушедшие новички
PID_07162335aa65;54;1;500.0;1;1;1;111;Ушедшие новички
PID_0717087bef0f;4;32;9600.0;3;3;3;333;VIP / Супер-ядро
PID_07196adb4c85;29;37;18500.0;2;3;3;233;Засыпающие VIP
PID_071e4bb1f9c6;34;7;1400.0;2;2;2;222;Требуют внимания
PID_071f1e10ec1c;9;2;100.0;3;1;1;311;Новые доноры (Малый чек)
PID_0721ff91b9b6;15;16;320.0;3;3;1;331;Лояльное ядро
PID_07253a71f998;74;8;1600.0;1;2;2;122;Потерянные VIP
PID_072c5c66a93b;6;50;10000.0;3;3;3;333;VIP / Супер-ядро
PID_072efce941ec;0;10;10000.0;3;3;3;333;VIP / Супер-ядро
PID_07381277895c;53;2;400.0;1;1;1;111;Ушедшие новички
PID_073dfc5fd41c;23;5;1000.0;2;2;2;222;Требуют внимания
PID_0741e632b2fc;77;1;100.0;1;1;1;111;Ушедшие новички
PID_0742db8cb314;17;8;8000.0;3;2;3;323;Потенциальное ядро
PID_074416764518;58;1;350.0;1;1;1;111;Ушедшие новички
PID_074ae0aaa586;9;8;4000.0;3;2;3;323;Потенциальное ядро
PID_074c8c2c9fc3;29;1;500.0;2;1;1;211;Остывающие новички
PID_074c95985c08;24;2;500.0;2;1;1;211;Остывающие новички
PID_074dc7770b5a;28;1;300.0;2;1;1;211;Остывающие новички
PID_074ec274c9eb;58;1;100.0;1;1;1;111;Ушедшие новички
PID_0751ac723932;1;19;9500.0;3;3;3;333;VIP / Супер-ядро
PID_075966626e86;41;14;1400.0;2;3;2;232;Засыпающее ядро
PID_0759c43a0ee3;31;4;2000.0;2;2;2;222;Требуют внимания
PID_075dee18b9dd;60;15;1500.0;1;3;2;132;Потерянные VIP
PID_075dfa6e3590;54;11;1000.0;1;3;2;132;Потерянные VIP
PID_0760b0851f8a;51;2;200.0;2;1;1;211;Остывающие новички
PID_076796b5a3cd;0;32;12800.0;3;3;3;333;VIP / Супер-ядро
PID_07714788af3b;19;41;4100.0;2;3;3;233;Засыпающие VIP
PID_077ad6554ecc;52;7;1400.0;1;2;2;122;Потерянные VIP
PID_07816e05474f;31;25;2500.0;2;3;3;233;Засыпающие VIP
PID_07878b347513;31;10;5000.0;2;3;3;233;Засыпающие VIP
PID_078837c512ae;27;71;7100.0;2;3;3;233;Засыпающие VIP
PID_0788804e283f;52;1;500.0;1;1;1;111;Ушедшие новички
PID_0788b79dc34f;67;5;1000.0;1;2;2;122;Потерянные VIP
PID_078e8e33381c;30;1;500.0;2;1;1;211;Остывающие новички
PID_078ec46f10ad;0;20;10000.0;3;3;3;333;VIP / Супер-ядро
PID_078ecf85c1fc;57;1;300.0;1;1;1;111;Ушедшие новички
PID_0790b2c1f712;1;9;4500.0;3;2;3;323;Потенциальное ядро
PID_079297c91d39;0;16;3200.0;3;3;3;333;VIP / Супер-ядро
PID_0792ade839ea;0;43;4500.0;3;3;3;333;VIP / Супер-ядро
